MaterialNumber,Sales,CoGS
NA 008369512679,NA,NA
NA 008369520679,NA,NA
NA 008369528679,NA,NA
NA 008376759679,143.98,2682.48
NA 008376767679,51.3,3167.14
NA 008376794679,1904.28,3563.83
NA 008376810679,78.88,1432.9
NA 008376818679,4912.1,179114.26
NA 008391408679,181.43,943.22
NA 008402738679,172.87,3855.64
NA 008402760679,155.95,106765.91
NA 008402768679,104.16,454.65
NA 008412264679,NA,NA
NA 008416437679,NA,NA
NA 008416451679,NA,NA
NA 008416459679,NA,NA
NA 008416467679,NA,NA
NA 008445231679,134.15,60907.18
NA 008445239679,NA,NA
NA 008445253679,102.37,3580.25
NA 008471466679,6014.19,35498.04
NA 008473611679,679.04,5381.23
NA 008475784679,NA,NA
NA 008480624679,340.35,481.44
NA 008480632679,186.74,447.24
NA 008480695679,97.55,80579.85
NA 008480713679,102.47,41991.04
NA 008502287679,123.98,173.03
NA 008504970679,295.93,1281.81
NA 008511681679,1629.54,8717.35
NA 008674047679,56.25,1462.46
NA 008678496679,6898.29,351345.87
NA 008686153679,282.52,4019.66
NA 008725521679,48.88,7464.36
NA 008726943679,102.76,3426.6
NA 008726981679,151.2,15615.94
NA 008735073679,73.9,326.01
NA 008766254679,NA,NA
NA 008809028679,110.63,3983.43
NA 008810132679,124.35,26126
NA 008838682679,1308.97,5168.78
NA 008838690679,7504.87,25626.55
569792 008850777679,2046.48,21937.24
569792 008850804679,57.07,34510.07
NA 008865598679,2212.08,333765.22
569662 008875315679,86.05,78.92
569662 008875333679,NA,NA
569662 008875341679,NA,NA
569662 008875348679,NA,NA
NA 008881537679,2240.23,387943.58
NA 008933569679,3486.17,324339.57
NA 008933604679,51.93,15331.11
NA 008933612679,675.21,23565.35
NA 008933620679,105.47,2314.94
NA 008933628679,NA,NA
NA 008933636679,265.9,2289.77
NA 008933650679,435.73,12073.22
NA 008933658679,NA,NA
NA 008933675679,120.93,29663.69
NA 008933693679,103.64,15877.25
NA 008933701679,71.03,43896.78
NA 008933709679,4903.08,22079.96
NA 008933717679,103.84,3099.36
NA 008933744679,NA,NA
NA 008933747679,1984.93,17868.34
NA 008933774679,NA,NA
NA 008936060679,120.63,998.76
569433 006579404679,2463.85,3086.3
NA 006628591679,204.71,2746.43
NA 005256004679,-96.33,179.57
569983 008760146679,32112.65,1856.48
NA 005252924679,298.86,2553.91
NA 005542348679,NA,NA
569803 005281790679,5540.8,3050.27
NA 006337710679,1386.51,4320.29
NA 005251140679,125.98,694.21
NA 005582881679,82.11,625.65
569983 006579412679,1643.68,4378.09
NA 005289465679,128.27,495.38
NA 005336070679,177.2,124.81
569376 006787387679,20289.41,1754.67
569433 006579916679,1760.53,822.76
569433 006579509679,35569.2,32916.32
NA 006481971679,NA,NA
NA 005258120679,1075.79,1532.27
569433 006377720679,15430.64,9770.94
NA 005336524679,136.38,466.21
569983 006579714679,2802.05,1539.05
NA 005252375679,3968.89,23396.14
NA 005255842679,1986.53,6190.56
NA 005258356679,224.67,415.95
NA 005884331679,357.61,1611.09
569803 005281798679,98596.97,47076.96
NA 005582889679,22250.9,13276.67
569433 005272113679,37565.25,5866.52
569983 006579641679,44960.84,22775.66
569375 005268565679,112725.83,10074.96
569983 008129519679,18400.71,7762.92
569254 005867770679,22583.11,6384.48
569375 005268494679,42646.44,7375.65
NA 005258274679,398.84,4251.75
NA 005257124679,126.21,127.16
569433 006446268679,7500.85,4183.2
569983 007990537679,65603.16,22501.33
569803 005281782679,898856.6,95134.5
569803 005263326679,82825.39,12051.2
569983 005894237679,270263.95,21921.04
NA 005257294679,609.78,2093.14
569983 005272040679,355384.52,20800.78
569802 005281863679,2011039.28,652475.69
569983 007990521679,75567.63,26795.6
569983 006609586679,79094.22,11180.15
569983 007097686679,67601.28,22706.33
569983 005268672679,39915.25,7826.37
569983 007258647679,6960.41,2251.77
569433 005275792679,72513.56,8490.9
569983 005269006679,23007.93,7795.18
569983 008751182679,18788.11,2142.34
569433 005278446679,34518.73,73513.7
569983 007531794679,22978.78,2938.77
NA 005262180679,315.9,3012.48
569983 006609578679,263458.96,49017.09
569983 006446260679,27230.47,10748.55
569983 007990513679,67654.04,24749.91
NA 005257229679,1781.02,6105.58
569983 006616682679,151707.93,55073.56
569433 006644078679,4288.7,2495.52
569983 005272054679,333581.36,17029.04
569983 006644040679,45329.71,4797.12
569374 005280385679,12251.25,7088.71
569433 005274510679,485991.56,27230.09
569803 005281717679,24973.55,13229.24
569983 008726768679,1931.18,198.91
NA 005258636679,354.52,1877.63
NA 005258628679,3938.56,10138.75
569254 005265557679,6455.93,10984.71
NA 006474521679,100.38,2535.1
NA 007047867679,2416.09,14464.24
569983 006456561679,1518.12,292.24
569983 007427662679,182510.28,10975.44
569803 005281650679,256334.65,12130.12
569983 005894229679,130473.97,17106.65
569983 007990495679,80810.01,27033.61
569254 005867762679,16228.89,9361.12
569433 005282772679,6836.64,15022.87
569433 006447807679,2114931.33,48618.06
569983 007427654679,102808.26,8415.6
NA 007047786679,13630.78,61829.86
569433 005274312679,426744.62,19509.39
569803 005281628679,69797.25,16081.8
569374 005280449679,687675.64,81163.99
569433 006623508679,48580.04,24028.57
569803 005281675679,17836.32,12960.67
569433 005574382679,2207776.48,74990.22
569376 006001915679,7980599.37,392584.44
569374 005481627679,909571.08,85656.04
569374 005280484679,554250.22,77114.49
569433 006446252679,5962.53,2640.82
569983 007553560679,106368.23,33495.19
569433 005449069679,2472876.46,178627.67
569983 006446179679,50352.61,6882.74
569375 005282146679,9764859.63,513325.67
569374 005280729679,10669071.79,626723.73
569433 005356292679,2354328.45,295739.35
569375 006442347679,183306.6,26584.63
569433 005268526679,4896081.59,511384.47
569433 008321228679,624514.38,84782.3
569433 005909481679,2698951.21,205776.16
569376 005280713679,19643019.11,910552.14
569433 005902171679,9169589.71,2082846.71
569375 005282108679,107932.5,33183.14
569374 008036037679,686643.84,212936.65
569375 005426914679,44325647.84,805566.97
569375 005267184679,9984577.43,3131439.27
569433 005919902679,2982551.75,170057.38
569433 005588985679,3133021.58,562901.16
569374 007864606679,890333.54,165422.18
569803 005281561679,671101.75,171506.88
569373 005272159679,18471938.18,1804953.77
569375 005282116679,21723552.45,2005048.8
569375 005426879679,44060060.54,6282869.89
569433 008316718679,1370999.54,116269.93
569373 005272151679,167124807.56,12138988.76
569253 005345061679,8308218.91,4411044
570366 007147791679,NA,NA
570366 007147807679,NA,NA
570432 008115850679,NA,NA
570432 008115858679,NA,NA
570432 008115866679,NA,NA
570432 008115875679,NA,NA
570432 008115893679,NA,NA
570432 008115901679,NA,NA
570432 008115909679,NA,NA
570392 008370980679,NA,NA
570432 008377112679,NA,NA
570432 008377120679,NA,NA
570432 008381451679,NA,NA
NA 008381510679,NA,NA
570432 008383348679,NA,NA
570432 008411940679,NA,NA
570432 008472669679,NA,NA
570241 007960792679,13722.37,6358.52
570241 007960800679,9050.39,3960.84
570241 007960808679,43255.25,29856.24
570241 007960816679,2413.43,2028.51
570241 007960843679,2522.24,2244.02
570241 007960846679,3627.94,2262.43
570241 007960855679,12733.21,10052.99
NA 007960873679,1638.24,1784.74
570241 007960881679,35029.22,16285.31
570241 007960889679,356198.05,5259.03
570241 007960897679,11109.75,287.02
570241 007960924679,16339.02,10124.5
570241 007960932679,294475.22,127185.05
570241 007960940679,4988.77,2359.13
570241 007960954679,12094.31,5477.21
NA 007960962679,1347.77,1220.76
570241 007960970679,777.83,471.67
570241 007960978679,8008.21,1407.45
570241 007960986679,1462.31,883.79
570241 007960995679,46330.16,34121.51
570241 007961067679,4186.02,3927.27
570241 007961110679,5997.86,3329.19
570241 007961118679,24918.76,1241
570241 007961126679,9589.45,3302.06
570241 007961135679,1813.97,1143.56
570241 007961148679,2504.7,2348.45
570241 007961156679,2658.94,331.07
570241 007961432679,66736.4,795.03
570241 007961440679,370050.19,1136.76
570241 007961470679,49272.07,24868.97
570241 007961486679,4558.4,2469.71
570241 007961495679,7008.63,3550.6
570241 007961513679,9220.48,7248.2
570241 007961551679,13453.15,2013.46
570241 007961559679,37305.8,2063.27
570241 007961594679,2771.27,1243.54
570241 007961602679,8364.31,2271.06
570241 007961610679,6874.53,3167.76
570241 007961618679,6565.65,3440.86
570241 007961635679,7359.77,3438.14
570241 007961648679,22720.62,5730.38
570241 007961656679,16907.56,6536.26
570241 007961665679,13373.68,3684.26
570241 007961683679,45922.59,6231.88
NA 007961691679,17656.81,4521.13
NA 007961699679,4823.05,4045.82
570241 007961707679,172569.34,54434.46
570241 007961734679,1037210.12,138247.53
570241 007961742679,512052.93,88820.23
570241 007961764679,216327.25,33683.36
570241 007961772679,382960.16,4977.93
570241 007961780679,168208.97,22177.26
570241 007961788679,47165.45,10395.44
570241 007961796679,91543.18,1117.67
570241 007961805679,33239.53,4806.61
570241 007961823679,73282.32,20141.69
570241 007961831679,26083.76,2582.14
570241 007961839679,182427.05,24420.38
570241 007961904679,61645.1,4657.33
570241 007961912679,424611.26,32816.41
570241 007961920679,37338.38,6757.75
570241 007961928679,192797.49,2111.41
570241 007961936679,56605.55,8726.44
570241 007961950679,14908.81,2582.67
570241 007961958679,86569.91,11487.32
570241 007961966679,64166.35,10110.87
570241 007961975679,39155.01,8531.3
570241 007962001679,348.92,196.3
570241 007962009679,47046.3,178.62
570241 007962017679,2580.45,549.58
570241 007962047679,353.37,222.93
570241 007962074679,NA,NA
570241 007962082679,NA,NA
570241 007962098679,12924.74,322.27
570241 007962106679,7275.71,1481.3
570241 007962145679,29961.86,17438.96
570241 007962163679,184110.65,28670.19
570241 007962171679,101625.55,15094.32
570241 007962187679,25546.87,3449.47
570241 007962214679,59846.4,2302.83
570241 007962222679,45121.92,7898.73
570241 007962238679,284.83,280.75
570241 007962252679,3227.21,497.48
570241 007962268679,20888.68,2924.36
570241 007962276679,113029.57,11475.84
570241 007962285679,5110.88,3294.65
570241 007962303679,11297,1328.37
570241 007962311679,42233.86,5876.26
570241 007962371679,16338.84,8310.09
570241 007963088679,26257.11,2929.51
570241 007963096679,70458.64,19506.25
570241 007963105679,5047.86,587.26
570241 007963123679,20683.45,4574.52
570241 007963161679,1272.52,633.28
570241 007963169679,2761.93,697.29
570241 007963204679,2647.17,2540.99
570241 007963212679,20033.63,13342.99
570241 007963228679,11653.03,5876.05
570241 007963236679,21094.5,14669.48
570241 007963250679,24180.54,16136.58
570241 007963266679,68886.67,14656.23
570241 007963275679,25217.45,5583.55
570241 007963293679,12565.42,1995.33
570241 007963301679,29083.5,2621.45
570241 007963309679,31442.23,1677.11
570241 007963344679,20831.45,5136.27
570241 007963351679,112363.76,1880.29
570241 007963359679,21534.83,8316.52
570241 007963367679,5872.8,829.07
570241 007963402679,30094.84,4627.77
570241 007963410679,14372.95,8675.12
570241 007963418679,22662.29,15497.66
570241 007963426679,80997.59,36618.79
570241 007963435679,94792.52,8822.06
570241 007963448679,54510.81,3515.57
570241 007963456679,38456.39,1110.32
570241 007963465679,60758.19,37512.55
570241 007963507679,3840.81,1499.31
570241 007963542679,80052.71,2028.51
570241 007963572679,46873.69,24881.32
570241 007963580679,88952.63,5620.51
570241 007963605679,186330.52,11915.44
570241 007963623679,118371.54,26199.2
570241 007963631679,5076.34,1827.63
570241 007963639679,14874.94,4205.12
570241 007963653679,82051.1,5680.2
570241 007963661679,360013.67,80626.73
570241 007963677679,43712.18,7597.49
570241 007963704679,1076748.14,61875.13
570241 007963720679,15921.29,1293.22
570241 007963728679,183281.96,12856.04
570241 007963736679,8252.12,2542.85
570241 007963750679,35096.2,7073.95
570241 007963766679,42750.61,13229.68
570241 007963775679,1981514.5,244007.24
570241 007963941679,77826.39,761.09
570241 007963945679,218636.62,9158.17
570241 007963963679,20791.05,4786.14
570241 007963971679,102512.49,17064.54
570241 007964014679,24659.31,857.29
570241 007964022679,88181.16,805.88
570241 007964030679,4263.75,938.7
570241 007964038679,2658.17,439.65
570241 007964068679,26145.27,5375.13
NA 007964076679,79467.75,25826.47
570241 007964103679,4283.52,4583.81
570241 007964111679,45513.2,14005.16
570241 007964127679,102433.59,8092.26
570241 007964149679,258911.16,64244.94
570392 007961183679,31183.55,12821.94
570392 007961191679,258605.57,138929.34
570392 007961199679,638.75,511.78
570392 007961207679,831.25,1526.08
570392 007961234679,75941.38,17771.63
570392 007961242679,896595.76,271534.79
570392 007961264679,3038.62,2038.57
570392 007961272679,612353.41,100193.67
570392 007961280679,5387104.1,630382.5
570392 007961288679,159.77,146.31
570392 007961296679,546901.27,6118.97
570392 007961305679,5970450.1,42945.1
570392 007961323679,186128.95,11240.31
570392 007961331679,591026.16,21271.91
570392 007961339679,62622.86,3552.79
570392 007961373679,208027.75,15808.94
570392 007961389679,247.17,642.14
570392 007961397679,162603.89,9534.13
570392 007961424679,304639.82,22173.62
570392 007962430679,154799.52,13112.38
570392 007962438679,404962.16,4464.67
570392 007962452679,2265.7,290.78
570392 007962460679,242.77,87.01
570392 007962485679,2377930,380539.61
570392 007962503679,51264.99,6079.73
570392 007962511679,20931.52,5160.03
570392 007962549679,3893027.15,67798.63
570392 007962557679,48661.93,1184.68
570392 007962600679,926594.06,14740.69
570392 007962608679,NA,NA
570392 007962643679,635366.46,65679.15
570392 007962646679,195045.8,2658.65
570392 007962681679,1069345.16,65343.19
570392 007962689679,71334.07,5954.91
570392 007962732679,1272571.46,41043.72
570392 007962740679,949936.2,126680.98
570392 007962754679,376057.27,2572.43
570392 007962762679,16882.07,9067.43
570392 007962786679,92179,10007.22
570392 007962829679,129422.36,2090.68
NA 007962837679,149024.39,48.01
570392 007962867679,24418.76,593.05
570392 007962918679,273075.26,12492.57
570392 007962935679,55521.03,17578.31
570392 007962948679,127451.98,8870.4
570392 007962956679,102299.64,3064.55
570392 007962965679,93288.01,5862.29
570392 007962983679,20398.57,493.85
570392 007962991679,19617.85,1547.68
570392 007962999679,7782.61,1880.47
570392 007963007679,1381.72,284.36
570392 007963034679,10534.36,1500.23
570392 007963072679,14354.16,1185.81
570392 007964208679,7214.41,3111.12
570392 007964216679,735.89,497.85
570392 007964225679,127157.98,31809.87
570392 007964243679,1909.77,579.07
570392 007964246679,1473514.2,201845.05
570392 007964255679,44620.5,29707.16
570392 007964273679,440112.37,3742.74
570392 007964297679,617.81,668.82
570392 007964324679,202483.11,16189.44
570392 007964332679,NA,NA
570392 007964340679,3146.58,865.84
570392 007964487679,114634.73,31796.94
570392 007964514679,241106.36,105261.53
570392 007964576679,160131.57,20025.08
570392 007964585679,1129519.26,101744.4
570392 007964611679,365481.2,43109.29
570392 007964619679,1704642.34,100199.15
570392 007964657679,61391.45,16233.67
570392 007964684679,278024.85,1318.4
570392 007964692679,282851.82,39589.33
570392 007964700679,88746.79,8380.9
570392 007964708679,7465622.1,1210651.9
570392 007964716679,327831.13,209275.08
570392 007964725679,3011612.83,11621
570392 007964743679,273036.01,1062.89
570392 007964746679,341520.99,38427.5
570392 007964755679,18559.3,2955.96
570392 007964773679,4981488.81,673619.23
570392 007964781679,80446.7,18673.1
570392 007964840679,625738.98,486.32
570392 007964854679,301896.36,2064.26
570392 007964862679,118737.49,21238.37
570392 007985379679,366927.88,47481.76
570392 007985476679,238984.35,18353.46
570392 007985616679,32047.57,9492.63
570392 007985625679,564021.7,69397.62
570392 007985643679,301773.33,382046.57
NA 007985754679,10422565.71,90263.76
570392 007989970679,267150.72,20964.68
570392 008108208679,676265.77,9379.21
570392 008108225679,997383.9,4713.13
570392 008108246679,143014.13,30379.78
570392 008108281679,4517977.4,60577.54
570392 008108297679,1410428.39,382593.74
570392 008253281679,1513833.71,175470.66
570392 008280857679,720264.96,258757.37
570392 008280884679,99658.19,39519.47
570392 008310621679,1037.8,1334.15
570392 008310629679,605.87,1784.62
570392 008479698679,2849504.93,428484.55
570392 008488057679,86859.31,21216.29
NA 008760224679,2182606.39,179329.73
570392 008864207679,273189.71,80178.71
NA 008912307679,56133.61,42884.96
NA 008912334679,NA,NA
NA 008201957679,NA,NA
569251 007985584679,460840.71,48955.35
569251 008043436679,28055.67,5609.43
569251 008043458679,109972.93,5533.54
569251 008043466679,29664.28,26858.64
569251 008043517679,NA,NA
569251 008043547679,8648.65,1606.88
569251 008043574679,102018.09,13367.77
569251 008043582679,82706.49,5554.59
569251 008043598679,21119.09,1822.42
NA 008043606679,148291.54,23924.21
NA 008402344679,NA,NA
NA 007989978679,27616.68,3394.6
NA 007985270679,34689.09,287998.9
NA 007985286679,NA,NA
NA 007985321679,492249.09,3297.45
NA 007985363679,37208.32,8435.55
NA 007985371679,NA,NA
NA 008325774679,NA,NA
NA 008746820679,779788.67,66899.42
NA 008463043679,59545.72,62757.49
NA 008463581679,528840.11,17354.53
NA 008463597679,232236.95,32787.87
NA 007985387679,NA,NA
NA 007985452679,-13238.81,5948.64
NA 008416083679,511746.12,41698.53
NA 008253324679,242909.38,32343.83
NA 008435348679,11109.73,41329.37
NA 008433682679,712211.8,6361.88
NA 008449481679,14152.3,27113.99
NA 008431623679,208304.34,35405.4
570392 008325782679,NA,NA
NA 007962260679,NA,NA
NA 007962795679,NA,NA
NA 007962894679,NA,NA
NA 007962926679,104.98,121.31
NA 007963080679,10109.19,2523.05
NA 008043501679,1132426.93,90225.33
NA 008043509679,665073.78,66546.67
NA 008043475679,70025.43,9065.83
NA 007985557679,4293.54,21046.32
NA 007985592679,10371.59,29029.99
NA 008446160679,2959.98,39942.73
570241 007964052679,NA,NA
NA 007985673679,NA,NA
NA 007985740679,NA,NA
NA 007964789679,NA,NA
NA 008253289679,95861.14,156183.54
NA 008253297679,58000.15,83321.12
NA 008744465679,1208044.76,976437.11
570372 007761552679,1058046.6,236326.52
570372 007761560679,935320.08,129436.7
570372 007761576679,151822.13,106592.6
570372 007761585679,702407.55,287498.48
570372 007761603679,267934.74,208364.52
NA 007873865679,NA,NA
NA 007873883679,NA,NA
NA 007873891679,NA,NA
NA 007873899679,NA,NA
NA 007873907679,NA,NA
NA 007873942679,NA,NA
NA 007873964679,NA,NA
NA 007874023679,NA,NA
NA 007874031679,NA,NA
NA 007874039679,NA,NA
NA 007874061679,NA,NA
NA 007874120679,NA,NA
NA 007874136679,NA,NA
NA 007874150679,NA,NA
570372 007957987679,1511073.81,949559.29
570372 007958014679,3079691.67,1455492.56
570372 007958022679,1612429.56,746879.1
570372 007958038679,2305130.04,311575.48
570372 007958052679,4127375.22,1447715.79
570372 008353713679,54.19,1890.87
NA 008800920679,NA,NA
NA 008800928679,NA,NA
NA 008800958679,NA,NA
NA 008800966679,NA,NA
NA 008800975679,NA,NA
NA 008800993679,NA,NA
NA 008801001679,NA,NA
NA 008801009679,NA,NA
NA 008801017679,NA,NA
NA 008801044679,NA,NA
NA 008801047679,NA,NA
NA 008801074679,NA,NA
NA 008801082679,NA,NA
NA 008801090679,NA,NA
NA 008801098679,NA,NA
NA 008801115679,NA,NA
NA 009018907679,1598.1,1451.04
570556 005172742679,155032,255829.66
570556 005172805679,578177.97,592069.12
570556 005172823679,7568581.13,13444689.35
570556 005334126679,138557.37,212155.15
570556 003263240862,10115.48,13610.8
570556 003263232862,617603.03,1632727.38
570556 003263430862,195845.89,858516.95
570556 003353607679,1477.96,7007.75
570556 005405499679,477531.65,183245.98
570556 005405631679,281074.97,96525.11
570556 005405653679,558790.34,337262.82
570556 005172337679,6321153.22,3314220.99
570556 005172381679,5567475.4,2190715.75
570556 005172397679,7557145,3009588.8
569722 0021031700679,667883.85,214314.56
569722 0021031716679,812537.9,252319.12
569722 0021031743679,434329.79,330755.06
569742 0021046648679,140669.57,35667.25
569722 003005868679,1012275.65,281118.49
570556 003112537713,5498.23,3370.69
570556 003112683858,873544.68,302326.13
570556 003112699858,455687.68,177929.66
570556 003112764858,1387119.55,352086.82
570556 003112796858,496899.62,163200.06
570556 003113009858,162654.79,83418.13
570556 003113916858,439195.2,338701.3
570556 003113943858,653495.49,390468.71
570556 003113973858,536099.92,380608
570556 003113989858,511143.66,380776.59
570556 003114024858,1465043.24,1881255.71
570556 003114040858,1477915.91,1091014.72
570556 003114062858,1100841.69,611609.44
570556 003114194713,7953.43,13190.23
570556 003114218858,907159.58,1068541.89
570556 003114416858,32353.73,80909.97
570556 003114629858,642497.79,211546.43
570556 003114651858,625089.27,234595.82
570556 003145996679,98200.62,34643.06
570556 003146005679,68784.52,29933.02
